initial_sentence,follow_sentence,generated_sentence,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
"In order to detect and determine specifically GM2(NeuGc) on human colon cancers, specific antibody against GM2 (NeuGc) has been prepared by immunizing chickens.","By a sensitive TLC/immunostaining method using the antibody, the amounts of the antigen were determined to be 0.3-3% of total lipid-bound sialic acid.",the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.12820512820184093,0.058084586278268,4.5009759480506855e-07,1.2615497851146057e-09,0.038316772508947605,0.16916250693288962,0,0.7089894413948059,0.770258,0.269113,0.599294
Immunohistochemical analysis of gamma-IFN-treated paws from CII-immunized mice revealed an increase in the numbers of class II antigen-expressing cells and an infiltration of CD4+ lymphocyte-like cells.,The auto-antibody response toward CII was suppressed by gamma-IFN treatment.,the significance of the statistical significance of the number of patients with triple fused valves was 0. 05. the. p. p. p. p. p. p. p. p. p.,0.035714285713010246,1.1501092655287552e-09,3.705398762706287e-12,2.1239349525504128e-13,0.03256445047489824,0.05754716981132076,0,0.6000305414199829,0.427468,0.19132,0.590134
We applied it to measure non-enzymatically glycated serum proteins.,The antiserum obtained by immunizing guinea pigs with reductively glycated human albumin was capable of identifying and quantitating glucitollysine residues of serum proteins in normal and diabetic subjects after reduction of the proteins with sodium borohydride.,it is suggested that the serum s. s. s. s. s. s. s. s. s. s. s. s. s. s. s. s. s.,0.0494118785724846,1.1297151301556486e-09,3.256486388206186e-12,1.769851193077493e-13,0.0251414204902577,0.03260288615713522,0,0.542335033416748,0.165763,0.273773,0.396102
Compartmentalization of phospholipids for lipoprotein assembly on the basis of molecular species and biosynthetic origin.,"Specific pools of phosphatidylcholine (PC) and phosphatidylethanolamine (PE) are compartmentalized on the basis of their biosynthetic origin for assembly into lipoproteins by rat hepatocytes in culture (Vance, J.E.",the results of the results of the study irrespective of the study irrespective of the study irrespective of the study irrespective of the study irrespective of the study irrespective of the study of the study were compared with controls.,0.07692307692110456,1.4227759830242193e-09,3.796270140323458e-12,1.974432115677638e-13,0.017341040462427747,0.09228441754916793,0,0.6407669186592102,0.728286,0.242971,0.554102
GTP concentration correlated with GTP cyclohydrolase I activity.,An increase in both was induced by IFN-gamma and suppressed by neutralization of T-cell supernatants with monoclonal antibodies having specificity for IFN-gamma.,the results of the the results of the the results of the results of the results of the results of the results of the results of the.............,0.037037037035665334,1.1935247900206674e-09,3.848052244066257e-12,2.2073840969171684e-13,0.00711743772241993,0.04158145875937287,0,0.569220244884491,0.658258,0.339562,0.47867
Characterization of amalgam: a member of the immunoglobulin superfamily from Drosophila.,The immunoglobulin superfamily is a diverse group of proteins that are involved in various aspects of cell surface recognition.,the results of the the results of the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results are discussed.,0.07692307692110456,1.4227759830242193e-09,3.796270140323458e-12,1.974432115677638e-13,0.043859649122807015,0.07353827606992164,0,0.6987884044647217,0.727227,0.299507,0.585549
Little is known about the use of services in a preferred provider organization.,We studied Pacific Medical Center (PMC) in Seattle which offered a preferred provider arrangement to its employees who selected a Blue Cross-Blue Shield type of plan.,the results of the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results are discussed.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.023030303030303033,0.03192046049188907,0,0.6252660155296326,0.705856,0.304614,0.457458
For the determination of these parameters the multiple scattering theory of Fermi is assumed.,A new method which determines the angular variance at the phantom surface is introduced and the results appear to be in good agreement with the multiple scattering theory.,the results of the the determination of the parameters of the raman spectra are presented. v. v. v. v. v. v. v. v. v. v. v. v.,0.1784519341166492,0.08132638446541028,6.340828110529198e-07,1.7886914440578372e-09,0.06405982001495904,0.14497920380273321,0,0.5303061008453369,0.563091,0.303068,0.55369
"Nineteen patients were treated definitively and six patients were treated with palliative intent (24 primary, 1 recurrent).",The patients ranged in age from 27 to 90 years with a mean of 57.3 and a median of 57.,"the results of the the results of the the results of the survey of 1970, 1970, 1970, 1970, 1970, 1970, 1970, 1970, and 1970, 1970 and 1975, were compared.",0.10344827585850182,1.9221293610287603e-09,5.153083191254697e-12,2.693438280999297e-13,0.04550625711035267,0.08442906574394464,0,0.5723528861999512,0.807791,0.348839,0.593618
The effects of cyclooxygenase inhibition by indomethacin on gastric acid secretion were studied in 8 healthy men.,"Oral doses of indomethacin (200 mg), administered 15 and 2 h before testing, were known to inhibit prostaglandin synthesis by 90% in 3 of the subjects as determined by prostaglandin E2 generation assay on endoscopically obtained gastric mucosal biopsy specimens.","the the significance of the age of the educational age, the educational age, the educational education, the educational education, the educational education, and the significance of the age of the educational age are discussed.",0.0986145214557286,0.05004876490361037,4.0333463388550605e-07,1.1541138766233945e-09,0.03243697889214983,0.10655021834061136,0,0.6845044493675232,0.712216,0.166329,0.567738
Hepatic tissues removed 9.3% of nonesterified fatty acids in portal vein and hepatic arterial blood.,Oxygen use was greater by liver than for portal-drained viscera (3062 vs. 2394 mmol/h).,"the effect of the initial duration of the current pulse on the duration of the pulse is shown in ( a ), the duration, and the duration of the current pulse are shown in ( b ).",2.702702702629657e-17,2.739983121680873e-17,2.77849259445311e-17,2.8182998883024264e-17,0.027184701000667146,0,0,0.6936807632446289,0.721889,0.394528,0.459451
"The kinetics of metal cation removal from the media was investigated by using atomic absorption spectrophotometry, and the results indicated that over 90% of the iron could be eliminated from certain complex media by this treatment.",The treated medium was used for growth studies in a gram-positive and a number of gram-negative organisms that were isolated from infections in humans.,"the results indicate that the kinetics of the kinetics of iron removal from the media was influenced by the concentration of the metal ion, and the concentration of the metal ion and the ph of the metal ion.",0.13157894736495848,1.8857857159614895e-09,4.622682448518496e-12,2.3049076780543805e-13,0.08214207434600815,0.10088202866593164,0,0.6872073411941528,0.787008,0.200591,0.583961
The plasma is rich in free cholesterol and lecithin while cholesterol ester and lysolecithin levels are reduced.,Analysis of the abnormal lipoproteins has helped our understanding of plasma lipid and lipoprotein metabolism in normals and in patients with liver disease.,"the results of the the results of the students were pre courses, post courses, precourse, precourse, postcourse, and the results of the faculty were pre, post, and postcourse.",0.17857142856505104,0.08132500607608623,6.33614275707334e-07,1.7860092878317105e-09,0.046745045944372315,0.19960732984293195,0,0.6041176319122314,0.696016,0.159989,0.636371
Research activities of the Scientific Working Group (SWG) on Chagas' disease 1982-1985.,Report of the Steering Committees (SC) to the Scientific and Technical Review Committee (STRC).,the results of the the innervation of the interfascicular nucleus were studied in the vicinity of the rostral part of the nucleus of the subcommissural nucleus of the ventral part of the midbrain.,0.09090909090633613,0.05330017908726226,4.508497995091161e-07,1.3220369604551861e-09,0.06693512640015359,0.13769751693002258,0,0.6871289610862732,0.595877,0.090119,0.784993
The similarity was demonstrated between nucleotide sequences of the recombination sites of two types of cointegrates and those used for pE194 integration into the B. subtilis chromosome.,Possible mechanisms of illegitimate recombination are discussed.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.031746031746031744,0.04971475142624287,0,0.6730959415435791,0.592053,0.21039,0.533318
Referring physicians may be kept graphically informed of the findings and progress of their patients.,"With the development of such modern technologies as laser microsurgery, an objective means of assessing ablation of disease and healing of surgical wounds is now available, and many of the extravagant claims of ""no bleeding, and no edema during or after surgery"" may be confirmed or refuted.","the significance of the the understanding of the physician experience, the significance of the understanding of the understanding of the understanding of the understanding of the understanding of the understanding of the understanding of the patient are discussed.",0.16612965797546503,0.05952413784302938,4.2665303148478836e-07,1.1503349392772524e-09,0.04466920208842442,0.18470855412566237,0,0.634238600730896,0.847197,0.370078,0.682332
"The pituitary tissue, when transplanted to extracerebral sites other than the normal anatomic position, fails to perform its secretory function properly.",Several works on experimental intracerebral pituitary transplantation have shown that the transplanted tissue has been able to survive histologically.,the values of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of and of the logarithm of the logarithm of the logarithm of respectively.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.016913319238900635,0.03676913803496082,0,0.6692978739738464,0.439725,0.093329,0.513553
Mitogenic stimulation of a B-lymphoid line can increase the level of the protein responsible for this lymphoid-specific complex.,"Analysis of the complexes detected in the gel migration inhibition assay by DNase I protection (""footprinting"") has revealed that all of these DNA-protein complexes involve contact of the protein with the nucleotides of the octamer.","the results of the the results of the the results of the results of the monoclinic lattices, and the results of the monoclinic lattices and monoclinic lattices are tabulated in the results of the study.",0.28571428569795926,0.18333969939508873,1.0061584139844444e-06,2.3752661405043014e-09,0.06323725869774799,0.2571428571428571,0,0.7070352435112,0.826167,0.264882,0.622456
The one-step immunochemical purification method gave a 490-fold increase of specific activity with 55% yield of aromatase activity of the original microsomes.,"Analysis of androgen metabolism by the purified aromatase and an apparent large kinetic isotope effect found at the secondary positions when using [19(-3)H3, 4(-14)C] androgens revealed metabolic switching from the first 19-hydroxylation to 1 beta- and 2 beta- monohydroxylation by aromatase.",the results of the results of the study of the determination of the activity of the microsomal microsomal microsomal microsomal microsomal microsomal microsomal microsomal microsomal microsomal fractions are discussed.,0.09119141023258756,1.4673844737495436e-09,3.749776109703466e-12,1.9135228426763045e-13,0.0176522506619594,0.11085870059064061,0,0.7408969402313232,0.563838,0.220902,0.55256
Therefore we investigated how these factors might influence the mood-lowering effects of tryptophan depletion.,In an instructional manipulation subjects were either supplied or not supplied with information designed to account for any possible peripheral sensations that might be related to depressive affect.,the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the tests were also checked.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.012608353033884948,0.030761472516389308,0,0.6887637376785278,0.744375,0.281932,0.497628
Control LLLs (n = 8) were given equivalent volumes of saline.,"The pulmonary arterial pressure (Pa) increase to 55 micrograms/min 5-HT (3.0 +/- 0.6 Torr; 43.7%) was nearly doubled (P less than 0.01) with COI (10.5 +/- 1.5 Torr; 83.3%), while LLL weight decreased 6.2 g/100 g in both groups.",the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of intraocular pressure ( iop ).,0.025641025639710747,8.214400967745053e-10,2.632186702206445e-12,1.5002439803499748e-13,0.021665355852446225,0.025641025641025644,0,0.6515047550201416,0.54184,0.379219,0.51998
CGS 8216 (0.3-10 mg/kg) produced a dose-related reduction in licking during both schedule components.,"The overall volumes of water consumed were reduced by CGS 8216 as was the number of licks during the first, unshocked schedule component, before shock was applied, showing that the effect on unshocked licking was not due to a generalisation of suppression between periods with or without shock.",the results of the examination of the optic nerve and the examination of the optic nerve were very good in the vicinity of the optic nerve and the examination of the optic nerve was very good ( a ).,0.1832129210255164,1.95647971460835e-09,4.346860707422617e-12,2.0630070718190574e-13,0.05296442687747036,0.18054014058453574,0,0.6752855181694031,0.873854,0.273523,0.606177
"A good dose-response relationship for promotion of papilloma formation by 12-O-tetradecanoylphorbol-13-acetate (TPA) [following initiation with 6.5 micrograms of 7,12-dimethylbenz(a)anthracene (DMBA)] was observed in the range of 0.125 to 2.0 micrograms/mouse.",A maximal papilloma response was induced with 2 micrograms/mouse (24 papillomas/mouse).,the significance of the type of lesion is discussed...............................,8.897082252654075e-17,9.436780790373737e-17,1.0061898596703183e-16,1.0798033445748906e-16,0,0,0,0.548595666885376,0.580377,0.193847,0.454536
"The present results point to a heparin-induced increase of t-PA synthesis in the endothelium, also giving rise to an increased level of circulating t-PA as measured immunologically.","This effect of small dose heparin may play an important role in the prophylaxis against thrombo-emboli, in addition to the anticoagulant effect.",the exponents of the exponents the exponents of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm logarithm of the logarithm and of the logarithm of the logarithm of the logarithm of the logarithm.,0.07692307692110456,1.4227759830242193e-09,3.796270140323458e-12,1.974432115677638e-13,0.028094820017559266,0.10356536502546687,0,0.6841646432876587,0.593417,0.167637,0.611143
Prescribing antibiotics in home health care: problems and prospects.,"The elderly represent an increasing percentage of the population, and an important group of users of intravenous antibiotics.",the role of the nurse in nursing care.... virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia...,0.09523809523356014,0.0690065559308673,6.304863686699911e-07,1.9316954185239455e-09,0.031059229648502665,0.10400682011935208,0,0.4639680087566376,0.641529,0.294844,0.606258
A greater inhibition of platelet aggregation was observed in WB than in PRP when ASA was administrated at almost all doses.,"Maximal differences were at 25, 50, and 125 mg/day of ASA on adrenaline, collagen and arachidonic acid induced aggregation, and with 250 and 500 mg/day of ASA when ADP was used as aggregating agent.",the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results are discussed.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.023806511866770994,0.05547976352887676,0,0.5880016684532166,0.721184,0.263313,0.531455
"Of the eight enzyme activities of the AA pathway that have been examined so far, six were present in the extract of wild-type S. pombe cells.","Growth response to AA and accumulation studies indicated that three lysine auxotrophs, the lys2-97, lys4-95, and lys8-1 strains, were blocked before the AA step and that four lysine auxotrophs, the lys1-131, lys3-37, lys6-3, and lys7-2 strains, were blocked after the AA step.",the results of the determination of the enzyme activities of the enzyme activities of the enzyme activities of the enzyme activities of the enzyme activities of the enzyme activities of the enzyme activities of the biosynthetic pathway are discussed.,0.09497036703536729,1.5212431160987381e-09,3.8689764539871866e-12,1.9645795673751524e-13,0.016481252575195716,0.0981101728990752,0,0.5545535683631897,0.73454,0.346156,0.572669
Effects of oxygen and mixing on red cells stored in plastic bags at +4 degrees C.,When red cells are stored in plastic (PVC) containers the penetration of blood gases--O2 entering into and CO2 escaping out of the blood units--influences the red cell metabolism; ATP and energy charge are better maintained at anaerobic storage.,the results of the the determination of the protein content of the fractions were i. i. i. i. i. i. i. i. i. i. i. i. v.,0.12321723279870055,0.05615412406122059,4.378205802582708e-07,1.235053075543863e-09,0.022975121300591796,0.149290259422418,0,0.42409515380859375,0.519247,0.292406,0.478963
We suggest that the enlargement of abdominal fat depots in women with Cushing's syndrome is at least partially due to elevated adipocyte lipoprotein lipase activity and low lipolytic activity.,"Furthermore, the abnormal muscle fiber composition might be caused by the corticosteroid excess.","the significance of the elevation of plasma lipoprotein lipase activity and low lipolytic activity, and the significance of the elevation of plasma triglyceride / triglyceride ratio and lipoprotein lipase activity and low lipolytic activity are discussed.",0.05555555555401238,1.259881576661928e-09,3.600754492041302e-12,1.939396682572253e-13,0.03936039360393604,0.0891812865497076,0,0.7270615100860596,0.760975,0.25155,0.573621
The enzyme from L5178Y cells showed an intermediate reactivity.,Bleomycin hydrolase was purified from rabbit liver by immunoaffinity with the monoclonal antibody and DEAE gel chromatography.,the the ratio of the the logarithm of the logarithm of the logarithm of the y to the logarithm of the logarithm of the logarithm of the y............,0.035714285713010246,1.1501092655287552e-09,3.705398762706287e-12,2.1239349525504128e-13,0.009673518742442565,0.04649390243902438,0,0.36750566959381104,0.385989,0.108353,0.475212
"The most essential findings comprise a marked seasonality and focality of transmission, an overdispersed distribution of infection, individual predisposition to infection, peak of prevalence and intensity of infection among children and young adults, a positive correlation between infection status in population subgroup and the relative transmission potential of water contact sites used, a pronounced specificity and marked conservatism in the human water contact pattern.","The epidemiological background for schistosomiasis control strategies is outlined, and a community-based strategy within the primary health care system for schistosomiasis morbidity control is described.","the significance of theodynam factors in the pathogenesis of the disease of the walker - walker walker walker walker walker hemisphere is discussed, and the possible significance of the causative factors in the clinical picture is discussed.",0.1081081081051863,1.7329174829859686e-09,4.410582067320715e-12,2.241311406054368e-13,0.04418884350790291,0.13369863013698632,0,0.7794314622879028,0.788769,0.312436,0.602549
These siblings developed endocardial fibroelastosis before other clinical manifestations of the mucopolysaccharidosis.,"Assessment for metabolic causes of a cardiomyopathy is important, as cardiac disease may be the initial manifestation of a metabolic disease.",the results of the the results of the results of the clinical manifestations of the mucosaccharidosis in the group of neutropenic patients were compared with those in patients with a myeloproliferative disease.,0.15624999999511724,2.2450662752633967e-09,5.517966071705038e-12,2.7588924448176693e-13,0.08006576169492738,0.1960154241645244,0,0.7912735939025879,0.850398,0.55352,0.746109
Macrophage-microglia were isolated from primary mixed brain cell cultures of normal newborn mice.,They were successfully maintained in vitro for at least 8 weeks.,the results of the the study of the microglial cells are presented. v. v. v. v. v. v. v. v. v. v. v. v. v..,3.99999999984e-17,4.0824829044719294e-17,4.169080726515258e-17,4.2601467362601026e-17,0.013537431912453437,0,0,0.1622779220342636,0.400254,0.226873,0.481226
"Sodium heparin was given during surgery, but no anticoagulant was used thereafter.",The compliance of the new graft was similar to that of the native artery.,"the results of the the results of the the results of the, were compared, and the results of the the results of the, the, the, timecourse, and the timecourse were compared.",0.12903225806035382,0.09274777914899195,6.66913763281823e-07,1.8041089137611836e-09,0.10069230709322909,0.19077404222048475,0,0.6704555749893188,0.897314,0.260772,0.731735
Similar methods were applied to mouse nerves to see if that antigen could be detected in the PNS of this species.,"In rat nerves, intense immunostaining was observed in the axoplasm of many of the myelinated fibers, whereas others were stained less intensely or were negative.",the results of the the determination of the logarithm of the concentration of the haemoglobin were analyzed on the basis of the results of the determination of the logarithm of the logarithm of the logarithm of the haemoglobin concentration.,0.12820512820184093,0.058084586278268,4.5009759480506855e-07,1.2615497851146057e-09,0.042502638413286414,0.16266666666666665,0,0.716522216796875,0.786889,0.278251,0.64503
"Mean myo-inositol levels were progressively increased following Sorbinil treatment over the experimental period, although the increase was only significant, compared to results from untreated diabetic animals, at weeks 4 and 16.",(ABSTRACT TRUNCATED AT 250 WORDS),the results of the results from the treatment of diabetic animals with insulin...........................,7.692307691715977e-17,8.006407689612819e-17,8.352713247389653e-17,8.737167850948829e-17,0,0,0,0.26223284006118774,0.040557,0.137633,0.229729
Enhancement of choleragen ADP-ribosyltransferase activities by guanyl nucleotides and a 19-kDa membrane protein.,"Choleragen activates adenylate cyclase by catalyzing, in the presence of NAD, the ADP-ribosylation of Gs alpha, the stimulatory guanyl nucleotide-binding protein of the cyclase system.",the significance of the the significance of the determination of the functional properties of the enzyme enzyme in vitro was investigated by comparing the activity of the enzyme enzyme activity with the activity of the enzyme enzyme in vivo.,0.23076923076331368,0.07792865001789526,5.475168978652351e-07,1.4612432574503428e-09,0.060352740685210515,0.2277333333333333,0,0.7136996388435364,0.799946,0.37172,0.645204
with increasing amounts of rIL-1 alpha demonstrated a corresponding enhancement of their resistance to an i.p.,"L. monocytogenes challenge 4 h later, thus suggesting that IL-1 mediated inflammatory phagocyte accumulation may contribute in part to nonspecific antibacterial resistance.","the effect of the the route of the route of the the route, the effect of the position of the n. r. kobayashi. the [PAD] [PAD] [PAD] [PAD]atalyst. in the juz biotechnol.",0.031249999999023476,1.0040241610962423e-09,3.2269261345044608e-12,1.8449825749445153e-13,0.017416545718432513,0.038316582914572864,0,0.5871189832687378,0.662459,0.007375,0.583111
A further 3 detergents affected the extraction procedure and 7 of the remaining 42 detergents themselves inhibited the activity of canine intestinal DAO in vitro.,"Only 5 detergents fulfilled all prerequisites for our DAO assay, including the solubilization of 76 water-insoluble drugs.",the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.02366863905325444,0.07687460617517329,0,0.6888810396194458,0.70351,0.320939,0.55511
"This clone was used to rescreen the library, and a second, overlapping clone that contained the entire coding sequence was isolated.",RNA gel blots showed that the two overlapping clones contained approximately 90% of the reductase mRNA sequence.,"the results of the the results of the results of the results of treatment are discussed, and the results of the results of the results of the results of the results of the results of treatment are discussed.",0.0789473684189751,0.046192127683347024,3.8989213783975707e-07,1.1407522846122746e-09,0.03579339469333819,0.11715749039692704,0,0.6689590811729431,0.726391,0.170799,0.574112
Summary of two collaborative studies.,Recombinant Human Interferon Gamma (S-6810) Research Group on Renal Cell Carcinoma.,the role of the the role of the the role of the role of the.........................,6.666666666222223e-17,6.900655592947069e-17,7.155046341999933e-17,7.432998183959223e-17,0,0,0,0.4687262177467346,-0.261669,0.43776,0.199341
"By using these methods, we have studied the allelic diversity at the HLA-DQA locus and its association with the serologically defined HLA-DR and -DQ types.",This analysis has revealed a total of eight alleles and three additional haplotypes.,"the significance of the logarithm of the logarithm of the logarithm of y, and the significance of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the y,.",0.05405405405259316,1.2253577034561021e-09,3.50068130672849e-12,1.884710726818381e-13,0.03389830508474576,0.08758076094759513,0,0.6423965096473694,0.620716,0.295253,0.568735
Regional myocardial function was assessed by measuring wall thickening with an epicardial Doppler probe.,The two groups exhibited comparable systolic thickening under baseline conditions and similar degrees of dyskinesis during ischemia.,the results of the the results of the the results of the results of the the results of the results of the results of the results of the results of the results of the results of the the results.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.02553191489361702,0.038437303087586645,0,0.6841412782669067,0.657112,0.211405,0.502174
Studies on contamination of vegetable drugs with halogen derivative pesticides.,Part 2: Concentrations of halogen derivative pesticides in vegetable blends and herbal granulated products produced in Poland in 1980-1984.,the results of the the study of the safety of the drug............. virginia. virginia. virginia. virginia. virginia. virginia. virginia..,0.05263157894182831,1.7099639199594283e-09,5.561282935870664e-12,3.219965714374736e-13,0.007804878048780488,0.05263157894736842,0,0.3155907094478607,0.543719,0.235485,0.597431
We have introduced this decanucleotide (cd sequence) at a similar position into the upstream flanking sequence of the mouse Renin-1 gene.,"This gene is only transcribed in highly specialized tissues, and the fragment used here (-449 to +30 with respect to the main transcription startpoint) has little promoter activity in fibroblastic or myeloma cell lines, even if coupled to a functional enhancer.",the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the tests were also checked.,0.048718496459566676,1.1036195473000428e-09,3.150565483636092e-12,1.6949148308877145e-13,0.012532637075718014,0.04977560179518565,0,0.6219407916069031,0.75399,0.224877,0.555334
"Although Zn and snails individually altered structural and functional aspects of this microbial community, the effects when both treatments were combined could not always be inferred from the individual effects.","Testing individual and combined variables that affect periphyton with a corresponding assessment of population dynamics, biomass, and community functional attributes will enhance understanding of the overall effects of pollutants on periphyton communities.",the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.10256410256147275,0.051952433345263505,4.178335940166351e-07,1.1931001236118979e-09,0.04387313700094398,0.11471556182416551,0,0.6690730452537537,0.790808,0.280695,0.617762
"Furthermore, it was possible to adapt a previously described fluorescence quenching technique (FQ method) to differentiate between attachment and ingestion.","Crystal violet, originally used in the FQ method, could not be used in this assay due to its lysomotropic effect.",the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results are discussed.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.03655244029075805,0.03598820058997051,0,0.5913770198822021,0.786535,0.432821,0.589428
"Occasionally, tracer was found in the interendothelial junction after protamine perfusion.",The results indicate that surface charge is important for maintaining membrane integrity of the endothelial cells and that breakdown of the blood-retinal barrier may be due to the cytotoxic effect of protamine on the endothelial cell.,"the non -, the non -, the ves, the ves, the non - - the non, the non - - the nonapes, the non - - the non, and the non.",0.1372653157442451,1.973313244430558e-09,4.852685980709803e-12,2.427645449089499e-13,0.04104831765420015,0.11781747947851279,0,0.48300600051879883,0.678617,0.10785,0.608937
Expression of interleukin 2 (IL-2) receptor on peripheral blood lymphocytes after stimulation with concanavalin A (Con A) or anti-T3 monoclonal antibody was analyzed in patients with dilated cardiomyopathy (DCM) in order to clarify the abnormalities of lymphocyte activation mechanism in DCM.,The expression of IL-2 receptor after the stimulation with either Con A or anti-T3 monoclonal antibody was found to be reduced in the patients with DCM when the results were compared with those of controls.,the relationship of the expression of the expression of the expression of t3 receptors was studied in patients with rheumatoid arthritis ( ra ) ( - ra ) and in patients with systemic lupus erythematosus ( sle ).,0.28947368420290864,0.12508887309711966,7.574924114606953e-07,1.8772266184831244e-09,0.11336932462829565,0.22081447963800907,0,0.7248227000236511,0.825519,0.419009,0.668702
Two hundred and thirty-eight mothers (11.4%) had a 'positive' score in this study.,This rather small group of women had a significantly higher incidence of psycho-social risk factors.,"the results of the the were good, the were good, the results were good, and the results of the the the were excellent, the were good, and the results were excellent of the surroundings.",0.05882352941003464,1.3351146745465193e-09,3.819111929937049e-12,2.0588815727345864e-13,0.02826855123674912,0.08776978417266187,0,0.625949501991272,0.806494,0.311989,0.564673
The infection rate and levels of Theileria in the resultant adult ticks varied from 11 to 70% with 0.3-11 acini infected/tick.,Stabilates prepared from these tick batches caused fatal T. p. lawrencei infections in cattle.,"the results of the infection rate of the theileria in the infected cattle were 11 to 70 % with 0. 3 - 11 muinfected / tick, ( p < 0. 001 ).",0.031249999999023476,1.0040241610962423e-09,3.2269261345044608e-12,1.8449825749445153e-13,0.07231638418079096,0.04677914110429447,0,0.6379114389419556,0.664415,0.419148,0.653919
"Response of PP was slightly increased with treatment in group B, but the increase was not as large as that in Group A.",These data may suggest that extreme weight loss and altered peptide hormone response occur in a subset of cancer patients receiving interferon therapy.,"the results of the the results of the the results of the the response of tp, tp, tp, tp, tp, tp, tp, and tp, and the response of tp were compared.",0.09677419354526538,1.7960530202088466e-09,4.809280442626532e-12,2.510559792795444e-13,0.039024390243902446,0.1141609482220836,0,0.5602447986602783,0.666858,0.265873,0.547565
"The hemodynamic and clinical effects of parenteral and oral CI-930, a new phosphodiesterase type III inhibitor with combined vasodilator and inotropic properties, were studied in 12 patients with severe congestive heart failure refractory to therapy including captopril.",The maximum response to dobutamine was also determined.,"the results of the study were compared with those obtained with the use of a single dose of ci - 93, a new class of anti - hypertensive drugs, in the patients with severe congestive heart failure.",2.702702702629657e-17,2.739983121680873e-17,2.77849259445311e-17,2.8182998883024264e-17,0.03059273422562141,0,0,0.6813185214996338,0.769451,0.352172,0.489728
"Although the superior pubic ramus is extremely long, as typically seen in the Neanderthals, the size of the pelvic inlet is comparable to that of modern Homo sapiens.","The length of the superior pubic ramus is found to stem from a more externally rotated innominate bone and not, as generally assumed, from the larger pelvic inlet.","the size of the puborectalis, the size of the pelvic aorta, and the size of the infundibulum are similar to [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]s.",0.19354838709053074,0.08032193288761572,6.059313664512898e-07,1.6789125214955684e-09,0.06808984581844521,0.13684800897363994,0,0.5161685347557068,0.614033,0.49272,0.650027
This difficulty arises from the fact that the bodies may be destroyed or fragmented.,"The major objective in these investigations are twofold: The first task is to identify the body using every means available, including the aid of such experts as forensic pathologists, forensic anthropologists, dentists, toxicologists, and serologists as well as fire investigators, who can contribute to the investigation by providing information about the course of the fire.",the results of the results of the results of the results of the results of the results of the formulas of the results of the results of the formula of the results of the results. i. e.,0.11631023128286715,0.04456752440404801,3.2676098282467245e-07,8.912167018869033e-10,0.03394145099703012,0.1469879518072289,0,0.5039531588554382,0.820075,0.197993,0.643719
"Through immunocytofluorographic single cell analysis we have shown that CD4 antigen is present on monocytes, and that a tenfold increase in expression occurs during the first two weeks in culture.","In contrast, LeuM3 antigens decreased to background levels in the course of long-term culture.",the results of the results of the study agreed the results of the study and the results of the study were compared with the results of the study and the results of the study were compared with the study.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.051671342716897925,0.08248816768086545,0,0.6920976638793945,0.830894,0.265303,0.584827
